content,그 중앙도서관 2~3층이 법학관이여?
comment,들었던 전공은 자유선택인가 뭔가로 바뀌어서 교양학점으로 처리됨 재수강은 가능한데 굳이,11/19 12:35
comment,이번에 영어전공 선택했는데 좀 많이 망할 것 같아서요 ㅠㅠㅠ 필교는 거의 다 채워들었는데 바꾸는 전공 맞춰서 나머지만 들으면 되나요?,11/19 12:36
comment,전과를 하실거라면 그냥 전과한 과에서 잘 들으면 되지 않을까요 전과하면 전공 따라잡기도 벅찬디,11/19 13:07
comment,c+이렇게 나와도 그냥 넘어가는게 낫나요?,11/19 13:13
comment,전과한 현 3학년인데 2학년때 진짜 바빠요 ㅠ 과마다 다르지만...잘생각해봐요!!,11/19 13:20
comment,안 그래도 전과하면 일학년 전필 놓친거랑 이학년 전필까지 들으면 많이 바쁠것같긴 하더라구요... 좀 고밈해보긴 해야겠네요 ㅠㅠ 답변감사합니다,11/19 13:22
comment,맞아요 ㅠㅠ 전과하면 일단 옮긴 전공 먼저 신경 쓰는게 좋을 것 같아요~ 여유되면 재수강해도 괜찮죠,11/19 13:29
comment,나중에라도 재수강할수있으니 나중에 여유 있으면 해야겠네요 ㅠㅠㅠ 조언 감사합니당,11/19 13:30
content,오눌 김가영교수님 컴사 9시 수업 출석 불렀나요? ㅜㅜ
comment,ㄴㄴ,11/19 12:21
content,ㅊㅅㅇ 교수님 다 좋은데 코드 좀 제대로 보여줬으면 좋겠다 진짜 ㅠㅠㅠㅠ
content,자신이 충분히 수준급이라는걸 알면 초급 말고 중급으로 가세요.. 초급와서 현지인처럼 발표해서 안 그래도 못하는 사람 기죽이지 마시고..
comment,학점따려고 하는거지 머... 잘하는 애들 보면 부럽더라,11/19 12:44
comment,Eas??,11/19 12:51
content,아 하기싫어
content,ㅈㅇㄷㅁ 교수님 eas2 s2 저번에 숄트 에세이 제출한 거 다들 피드백 해주셨어?? 난 아직 확인도 안 하셨네ㅜㅜㅜ
comment,아직 안해주셨어,11/19 13:13
content,경영 복전하면 몇배로 바빠지겠죠..? 사과대인데 취업을 위해 경영을 복전하고 싶은데 너무 빡셀거같아서요..
comment,ㄱㅊ 경영 조빱임,11/19 13:18
content,미융대가 뭐여...이름은 기엽네 미융미융미융미웅미융
comment,뮹뮬뮹뮹뮹뮹뮹븅뮹,11/19 13:03
comment,미래융합대학이라고 단과대학이야,11/19 14:30
content,미래인간과 위험사회 혹시 만점이 몇점이죠..??
comment,30점이에요,11/19 13:04
comment,아 감사합니다... 원점수가 이상해서 잘못나온 줄 알았어요...,11/19 13:06
comment,다행이네요! 이번에 뭔가 다들 잘 보신 듯!!,11/19 13:12
content,어제 18일 ㅂㅁㅎ교수님 정치학개론 과제 혹시 알려주실 분 계신가요?ㅠㅠ강의시간 깜빡 졸아 과제부분을 놓쳐서요ㅜㅜ제발 좀 도와주세요ㅠㅠ
content,"경통 ㅁㄱㅇ 교수님 spss 앱 계속 튕기고 안돼서 삭제하고 다시 깔려고 보니까 기간 만료된거 지금 봤네요 ㅜㅜ 어떡하죠 ,, 교수님한테 메일 보내긴했는데 과제 제출 못하면 타격 큰가요 😭😭"
comment,컴터 초기화하고 다시 깔거나 미국판깔아봐요,11/19 00:12
content,eas2 에이미우 글쓰기 이거 꼭 수업 때 알려준 주제?로 해야하는거야? 예를들어 비교/대조 이런 거 처럼! 비교 대조로 글 썼다가 너무 유치해져서ㅠ
comment,유치하고를 떠나서 자유주제 + 서/본/결(breakdown 항목) 만 따지면 되죠 ㅎㅎ,11/18 23:05
comment,우리 교수님은 내용 전문성(?) 별로 안 따지세요 ㅎㅎ 말 그대로 갓이라서ㅋㅋ,11/18 23:06
comment,그럼 수업시간에 보여줬던 형식 그냥 신경안쓰고 써도 된다는 거죠?,11/18 23:06
comment,본론에 transition word 쓰면 비교/대조나 나열같은 형식이 저절로 나올거 같아요 수업 시간에 보여주셨던 형식은 수많은 에세이 형식 중 일부에 속할 뿐이에요😊,11/18 23:08
comment,"예를 들어 first, next 같은 단어를 쓰면 과정이나 나열 형식이 되는거고, however, on the othet hand 같은 단어를 쓰면 비교/대조 같은 형식이 되는 것처럼요",11/18 23:09
content,eas2 에이미우 과제 제출하는 거에 적혀있던데 introduction은 뭐 말하는 거야?
comment,일반 에세이처럼 introduction = 서론 body = 본론 conclusion = 결론 입니다,11/19 00:24
comment,아아 감사합니다,11/19 03:47
content,"전과 계획중인데, 서류 심사에 취득학점 있는데 이건 뭘 보는건가요?"
comment,전과 공지 아직 안나오지 않았나요?? 취득학점은 직전학기까지의 학점인걸로 알고있어요!,11/18 23:50
comment,작년꺼 봤습니다! 감사합니다. 혹시 평점평균은 뭔지 여쭤봐도 될까요?,11/18 23:54
comment,평점평균은 저도 잘 모르겠네요ㅠㅠ...,11/18 23:56
comment,나왔슈,11/19 00:26
comment,엥 어디에요?,11/19 00:30
comment,학사공지,11/19 08:36
content,"경영학원론 시험 시간 아침 9시 15분인데 저번에 공지했었나요 ,, 기억이 안나서"
comment,류주연 교수님이요??,11/18 23:47
comment,네네 이클에 시간이 그렇게 올라와있어서요,11/18 23:47
comment,나 1교시 수업있은데.. ㄹㅈㅇ 교수님 성격상 절대 그때 안보실듯,11/18 23:52
comment,시간설정 잘못하신거 아닐까욤..! 혹시 내일 수업 참여는 그대로 1시30분 맞나요??,11/18 23:48
content,EAS 제프리조단 오늘 화면 공유해서 프로젝트 B 보여주는 거 맞지?
content,양털 후리스랑 조끼 패딩 두꺼운거 같이 입으면 스타일 어떨거같아?
comment,제발 ㄴ,11/19 00:25
comment,왜?,11/19 00:26
comment,기여웡,11/19 00:25
comment,지금 글 하나 더 올릴테니 어떤지봐줭,11/19 00:29
comment,후리스를 위에 입는거지?,11/19 00:43
content,매몰 한쪽 눈 풀렸는데 양쪽 다 재수술 해야될까요ㅠㅠ?
comment,어디서 함,11/19 09:23
comment,한쪽만 하삼..,11/19 09:23
content,방금 글 올린 사람인데 아마 이렇게 입을거같아
comment,무난한데..!,11/19 00:32
comment,고마웡 평가해줘서,11/19 00:36
content,경사세 ㅇㄱㄱ 교수님은... 뭔가 친하게 지내면 좋을거 같거든? 근데 내가 듣는 수업의 교수님은 아니였음 좋겠어
comment,그리고 난 그걸 듣고있지 하하,11/19 00:47
content,1학기 ㅇㄱㄱ 교수님 수업 들은사람중 b쁠이하 나오사람 있나요 뭐좀 여쭤보고싶어서
content,이제 21새내기들 들어온대....ㄷㄷㄷㄷ
comment,이제 새내기 게시판 못 쓴다잉...,11/19 01:22
comment,몇 일에??,11/19 01:28
comment,"24일날 실기 합격나온다던데 ,,,",11/19 01:41
comment,ㅁㅊ..,11/19 06:12
comment,에반데,11/19 09:11
content,캠이나실시간스피킹없는 eas1알려주세요~
comment,갓에이미우~,11/19 08:25
comment,크레이그 교수님 짱좋음,11/19 12:45
comment,갓제마,11/19 17:30
content,eas1 크레이그 교수님 수업 내일 발표 어떤거 하는거야??
comment,음.. 피피티를 아직도 준비 안한거야?,11/19 02:55
comment,헉 망했따,11/19 05:52
content,다바이 마취! 옵빠스키!
content,하스스톤 친구 구해요
comment,마 전설은 찍어봤나!,11/19 02:44
comment,앗.. 2016년에 하고 복귀해서 거의 뉴비이옵니다...,11/19 02:46
comment,"2016이면 미드냥꾼, 덫냥꾼 달릴 땐가...? 나 고냥 용인 렉사르였는데ㅋㅋㅋ너 뭔 덱 돌렸냐",11/19 03:13
comment,미드냥 덫냥 파마기사 용기사 방밀 크툰덱들.. 등등? 기억은 잘 안나네 자군야포 다음세대에 시작해서 해적전사 유행할쯤에 하차,11/19 03:20
comment,야생이뭔지아세요?,11/19 03:00
comment,네ㅋㅋㅋㅋ 저 할때도 야생은 있었어요!,11/19 03:01
comment,-돌-,11/19 08:15
content,솔직히 신입생 입장에서 선거 하든지 말든지~인죵~?그래도 투표는 할거야~~ 첫 투표니까~~~왜들 저리 싸우는지 참😛
comment,내말이.. 난 새내기라 뭔 말인지 하나도 모르겠는데 그냥 공약보고 뽑으려궁,11/19 05:51
content,ㅇㅎㄴ 자명 교환부탁해요 ㅠㅠㅠㅠㅠㅠ 45랑 37 ㅠㅠㅠ대충은 알고있는데 확실하지가 않아요 ㅠ
comment,37쪽 맞춰보실래욤..?,11/19 11:49
content,불교와인간 왜이렇게 맥락이 없는거 같지....정리 하나도 안됨
comment,전 1학기 때 들었는데 새로운 내용이어서 재밌었음 ㅋㅋㅋ 물론 성적은 a플..ㅎㅎ,11/19 10:57
comment,ㅈㄴ 싫어ㅠ,11/19 14:30
content,양우철교수님 11월 12일 실험 수업 출석 다들 처리 되어있나요???
content,조곤 조곤 할말 잘 하시는 학우님 뭔가 멋있게 느껴진다...
content,유튜버 및 블로그 닉네임 추천해주세요😳여자고 두 글자이며 영어로 표기가 쉬웠으면 좋겠어요!프링 밀키 이런 거 말고 그나마 조금 사람 이름 같은ㅠ영어 표기는 ㅉ이런 거 없는 거 말하는 거고!지금 몇주째 친구들이랑 지인들이랑 머릴 맞대봐도 좋은 게 안 떠올라요ㅠ 추천받아요!ㅜㅠㅜ 도와주세요😭다양하게 툭툭 던져봐주세요 참고할게요😆
comment,노라,11/18 16:57
comment,오 NoRa??,11/18 16:59
comment,말숙,11/18 17:03
comment,오 Mal Sook??,11/18 17:03
comment,아 말숙은 좀ㅠㅋㅋㅋ,11/18 17:04
comment,복자,11/18 17:05
comment,오 BokZa??,11/18 17:05
comment,말숙 복자 이런 거 말고ㅠㅋㅋ 의견 고마워ㅎ,11/18 17:06
comment,삭제된 댓글입니다.,
comment,거기 중엔 영어 표기 어려운 게 꽤 있더라고ㅠ 다시 찾아봐야겠당,11/18 17:08
comment,두심,11/18 17:08
comment,오 DoSim??,11/18 17:08
comment,고두심선생님,11/18 17:08
comment,왜 그러는거얌 계속,11/18 17:08
comment,심심,11/18 17:09
comment,오 SimSim??,11/18 17:09
comment,힘내쟈,11/18 17:09
comment,프롬,11/18 17:16
comment,내가 너무너무 좋아하는 가수 이름이야ㅎㅎ,11/18 17:18
comment,푸링,11/18 19:11
comment,ㅋㅋㅋㅋㅋㅋ프링말고라했더니 푸링~? 푸링 좋아해,11/18 19:12
comment,아그러네 그럼 밍밍,11/18 19:13
comment,아닠ㅋㅋㅋㅋㅋㅋ 너무 그런 거말고 사람 느낌나는ㅜㅠ,11/18 19:15
comment,지니,11/18 19:27
comment,헤이지니ㅠ,11/18 19:28
comment,화안 어때요,11/18 20:30
comment,‘기쁜빛이 도는 얼굴’ 이라는 뜻을 가지고 있다고해요,11/18 20:31
comment,헐 뜻 너무 좋아요!!! 감사해요☺️ 근데 화난이 생각나기도 하고ㅠ 발음이 환같아서.. 뜻은 너무 좋아요! 관련해서 생각해볼게요 고마워요!!,11/18 20:33
comment,삭제된 댓글입니다.,
comment,그것도 생각은 해봤었는데 로빈후드..,11/18 21:01
comment,ㅋㅋㅋㅋㅋㅋ의견고마웡,11/18 21:02
content,혹시 일화 기말고사 보는주 첫번째 강의 녹화한 사람있어? 나 그날 와파안터져서 못들었는데 보내줄 착한 학우 없나요ㅜㅜ
content,위하나 교수님 2단계 물소리가 뭐야?
comment,그냥 물소리와 함께 명상했어,11/18 17:29
content,eas2 s2 ㅈㅇㄷㅁ 교수님 그 레스토랑 리뷰 쓰는 거 한 지문을 파트너랑 같이 쓰는 거야 아니면 둘이 따로따로 하나씩 쓰는거야???
comment,같이 쓰는거 아냐?,11/18 17:01
comment,그치? 갑자기 헷갈려서ㅜㅜㅜ 글고 초안은 따로 형식은 없는거지??,11/18 17:02
comment,그 오피니언 에세이 스트럭쳐대로 쓰는것같아,11/18 17:04
comment,아하 고마워!!,11/18 17:04
content,"오 영어영문학부 세부전공 정해졌네,, 이클래스 수강생 조회했다가 알게됨"
comment,헐 고마워 덕분에 확인했다!,11/18 18:16
comment,영통과에 다쏠렸다!,11/18 22:49
comment,헉 진짜?,11/18 22:50
comment,ㅇㅇ! 거의 영통이던디? 우리수업은,11/18 23:00
content,미적분 실화냐
content,위하나 51. 55pg 도와주실 분 계신가요ㅠㅠㅠㅠ??
comment,혹시 34 45페이지 채우셨나요..? 교환해용 ㅠㅠ,11/18 18:44
comment,저도 55페이지 알려주실 수 있나요ㅠㅠ,11/18 20:04
comment,55 51 도와드릴테니 34 37 도와주실 수 있나요.  쪽지 주세요ㅠㅠ,11/18 23:46
content,경통 ㄱㅅㄱ 교수님이번에 10강 과제 11강 과제란에 제출 해??
content,일화2 다음주 실험시간 휴강임? 다음주 쉬고 다담주에 실험 계속한다고 들었던거같은데 확실치가 않아서..
comment,조교한테 연락해봐,11/18 20:51
content,"자명 ㅇㅎㄴ 교수님 45페이지 내가 생각하는 이완 어떤 방향으로 써야하는지 알려주실분,, 다른 페이지는 다 채웠는데 이날 결석해서 모르겠네요 ㅠㅠ 아는거 교환하실분 없나용"
comment,답장이 늦은것 같은데 괜찮으실지 모르겠네요ㅜㅜ 그날 전수돼 오는 명상 영상을 보여주셨어요~ 일단 제는 명상의 전통을 알게 되면서 진리를 깨닫고 심오함을 알게 됐다고 짧게 적어봤어요ㅠㅠ,11/19 10:57
comment,정말 감사합니다ㅠㅠㅠㅠㅠ!!,11/19 12:10
comment,어제 보내드렸음 더 좋았을텐데ㅜㅜ,11/19 12:11
comment,아녜요! 오늘까지 제출이라 괜찮아용 ㅎㅎ 정말 감사합니다 ㅠㅠ,11/19 12:12
comment,도움이 되신다니 저도 기쁘네요ㅎㅎ,11/19 12:19
comment,그거 소감문 쓰는거 아니고 자기가 생각하는 이완은 무엇인지 쓰는거에용..!,11/19 18:30
content,문과대 새내기인데 내년부터 경영학과 복전하고 싶어서 알아보는 중인데 확실히 모르겠네요 ㅠㅠㅠ 그냥 복전 신청기간에 유드림스에서 신청하면 되는건가요? 미리 들어야하는 강의 있거나 준비해야하는거 있나요?🥺
comment,복수전공하면 경영학과 학점을 54학점을 들어야 하기 때문에 1학년때부터 최대한 경영학과 수업 들어두시는게 나중을 생각하면 좋으실거에요..!,11/18 19:04
comment,이미 1학년 끝났는데 ㅜㅜ,11/18 22:54
comment,복전 신청 기간 어디에 나와있나요..,11/18 23:58
comment,ㅇㄷ,11/20 09:12
content,자명2 ㅎㅇㄱ 음악명상했었나요??
comment,ㅇㅇ,11/18 21:05
content,시험 끝나고 너무 할 거 없어서 막 우울하고 갑자기 슬퍼서 울고 그랬는데 다시 바빠지니까 힘들긴한데 훨 낫다
content,아니 후보자 한꺼번에 볼수있는 곳 없어..?
comment,인스타 동국선거 들어가서 팔로잉 목록 들어가면 다 나옴ㄱㄱ,11/18 19:37
content,일물실2 조학동교수님 다음주실험수업 갈사람?
content,경사세 이광근vs자기세 강윤재개인발표나 캠 발표 덜빡센분ㅠㅠ
comment,둘 다 비추,11/18 20:52
comment,난 ㄱㅇㅈ교수님 괜찮았는데,11/18 21:53
comment,이광근 교수님 첫발표하고 난후  몇 시간 우울해짐,11/18 22:18
comment,ㅠㅠ,11/18 23:33
comment,이광근 극비추,11/19 08:38
content,라페 근처에서 술 마시는 사람 있누??
comment,삭제된 댓글입니다.,
comment,ㅇㅇ,11/18 21:49
comment,헐 라페 과제랑 코로나만 아니면 뛰쳐나가 술먹고싶다,11/18 21:54
comment,과제 두고 뛰처나와버려찌,11/19 00:37
content,젤슈트어트 가방 이거 상품명 뭔지 알아?
content,Eas2 에이미우 교수님 글쓰기 프로젝트 글을 어떻게 써야 할지 감이 안 와... 혹시 시작한 친구들 있어? 수업 다 들었는데 브로셔를 주제로 어떻게 글을 써야 되는지도 모르겠어서 그냥 에세이 써야하나..생각중인데 reference가 쓰여야 하는 거면 논문처럼 써야 하나 그냥 계속 방황 중 ㅠㅠ 제대로 이해한 친구들 있으면 나 좀 도와줄 수 있어..?
comment,그냥 영화리뷰하셈,11/18 22:21
comment,영화 리뷰면 걍 그 양식만 맞춰서 사진 없이 써도 되는 거 맞지 ?? 넘 고마워 진짜 ㅎㅎㅎ,11/18 22:28
comment,그 예시어벤져스 올려준거있는데 그거참고해서 써,11/18 22:33
comment,고마워 !! 이해도 잘 못하고 바보짓했네 ㅋㅋㅋㅋㅋ진짜 고마워 복받아~~,11/18 22:35
comment,레퍼런스 있으면 쓰는거임 없으면 안써도돼,11/18 22:24
comment,브로셔 쓰는거면 그 교수님께서 예시든 한강 홍보? 처럼 사진 1-2개 넣고 글 쓰라는 거겠지? 영화리뷰 쓸거같긴 한데.. 알려줘서 고마워!!ㅎㅎㅎ,11/18 22:29
comment,난 참고문헌 인용하기 싫어서 그냥 정부 정책에 대한 내 생각 썼어,11/18 22:36
comment,그냥 아예 에세이 써도 되겠구나 ..!! 알려줘서 고마워 ~~!!,11/18 22:37
content,브라이언 오라스 교수님 발표 대본 보내는 구글폼 주소 당일에 알려주시는거야? 나 그 주소 복사 안했어ㅜㅜㅜ
content,경원론 ㄹㅈㅇ 교슈님 저번주 강의녹화뜨신분 계신가유
